Lemma;ID;Eng Gloss;POS;Level;Word source;Ex. ID;Form ;Analysis;Example Sentence;Translation;Reference;Topic(s)
автобусный;2835;_;A;B1;LM;1;автобусной;Loc.Fem.Sing;_;_;_;_
автобусный;2836;_;A;B1;LM;2;автобусного;Gen.Masc.Sing;_;_;_;_
автобусный;2837;_;A;B1;LM;3;автобусная;Nom.Fem.Sing;_;_;_;_
автомат;2838;_;N.Masc.Inan;B1;MiP, LM;1;автомат;Acc.Sing;_;_;_;_
автомат;2839;_;N.Masc.Inan;B1;MiP, LM;2;автомата;Gen.Sing;_;_;_;_
автомат;2840;_;N.Masc.Inan;B1;MiP, LM;3;автоматов;Gen.Plur;_;_;_;_
американский;2841;_;A;B1;Golosa, MiP, LM, МН;1;американский;Nom.Masc.Sing;_;_;_;_
американский;2842;_;A;B1;Golosa, MiP, LM, МН;2;американского;Gen.Masc.Sing;_;_;_;_
американский;2843;_;A;B1;Golosa, MiP, LM, МН;3;американских;Gen.Plur;_;_;_;_
автомобиль;2844;_;N.Masc.Inan;B1;MiP, LM;1;автомобиля;Gen.Sing;_;_;_;_
автомобиль;2845;_;N.Masc.Inan;B1;MiP, LM;2;автомобилей;Gen.Plur;_;_;_;_
автомобиль;2846;_;N.Masc.Inan;B1;MiP, LM;3;автомобиль;Nom.Sing;_;_;_;_
академия;2847;_;N.Fem.Inan;B1;LM;1;академии;Gen.Sing;_;_;_;_
академия;2848;_;N.Fem.Inan;B1;LM;2;академию;Acc.Sing;_;_;_;_
академия;2849;_;N.Fem.Inan;B1;LM;3;академия;Nom.Sing;_;_;_;_
альбом;2850;_;N.Masc.Inan;B1;Golosa, MiP, LM;1;альбома;Gen.Sing;_;_;_;_
альбом;2851;_;N.Masc.Inan;B1;Golosa, MiP, LM;2;альбом;Acc.Sing;_;_;_;_
альбом;2852;_;N.Masc.Inan;B1;Golosa, MiP, LM;3;альбомы;Acc.Plur;_;_;_;_
американец;2853;_;N.Masc.Anim;B1;LM, МН, Поехали;1;американцы;Nom.Plur;_;_;_;_
американец;2854;_;N.Masc.Anim;B1;LM, МН, Поехали;2;американцев;Gen.Plur;_;_;_;_
американец;2855;_;N.Masc.Anim;B1;LM, МН, Поехали;3;американец;Nom.Sing;_;_;_;_
американка;2856;_;N.Fem.Anim;B1;LM, МН, Поехали;1;американка;Nom.Sing;_;_;_;_
американка;2857;_;N.Fem.Anim;B1;LM, МН, Поехали;2;американок;Gen.Plur;_;_;_;_
анализ;2858;_;N.Masc.Inan;B1;Golosa, LM;1;анализа;Gen.Sing;_;_;_;_
анализ;2859;_;N.Masc.Inan;B1;Golosa, LM;2;анализ;Nom.Sing;_;_;_;_
анализ;2860;_;N.Masc.Inan;B1;Golosa, LM;3;анализу;Dat.Sing;_;_;_;_
анализировать;2861;_;V;B1;LM;1;анализировать;Inf;_;_;_;_
анализировать;2862;_;A;B1;LM;2;анализируемых;Gen.Plur;_;_;_;_
анализировать;2863;_;V;B1;LM;3;анализируя;Pres/Fut;_;_;_;_
ангина;2864;_;N.Fem.Inan;B1;Golosa, LM, Поехали;1;ангина;Nom.Sing;_;_;_;_
ангина;2865;_;N.Fem.Inan;B1;Golosa, LM, Поехали;2;ангиной;Ins.Sing;_;_;_;_
переезжать;2866;_;V;B1;Golosa, MiP, LM;1;переезжая;Pres/Fut;_;_;_;_
переезжать;2867;_;V;B1;Golosa, MiP, LM;2;переезжать;Inf;_;_;_;_
переезжать;2868;_;V;B1;Golosa, MiP, LM;3;переезжали;Plur.Past;_;_;_;_
ансамбль;2869;_;N.Masc.Inan;B1;Golosa, LM;1;ансамбль;Acc.Sing;_;_;_;_
ансамбль;2870;_;N.Masc.Inan;B1;Golosa, LM;2;ансамбля;Gen.Sing;_;_;_;_
ансамбль;2871;_;N.Masc.Inan;B1;Golosa, LM;3;ансамбли;Nom.Plur;_;_;_;_
армия;2872;_;N.Fem.Inan;B1;LM;1;армии;Gen.Sing;_;_;_;_
армия;2873;_;N.Fem.Inan;B1;LM;2;армию;Acc.Sing;_;_;_;_
армия;2874;_;N.Fem.Inan;B1;LM;3;армия;Nom.Sing;_;_;_;_
атмосфера;2875;_;N.Fem.Inan;B1;LM;1;атмосферу;Acc.Sing;_;_;_;_
атмосфера;2876;_;N.Fem.Inan;B1;LM;2;атмосфера;Nom.Sing;_;_;_;_
